transaction_id,date,branch,product_category,product_name,unit_price,quantity_sold,total_sales,payment_method,customer_gender,customer_age,satisfaction_rating,promo_status,daily_ad_spend
TRX00449,2026-04-05,Surabaya,Smartphone,Smartphone Air,5694000,5,28470000,E-Wallet,F,32.0,4.0,Regular,2436000
TRX01010,2026-04-05,Malang,Accessories,Bluetooth Earphones,320000,1,320000,Debit Card,M,31.0,5.0,Regular,489000
TRX02133,2026-04-05,Surabaya,Accessories,Powerbank 10000mAh,185000,3,555000,Debit Card,M,36.0,4.0,Regular,409000
TRX00893,2026-04-05,Surabaya,Smartphone,Smartphone NovaLite,2914000,3,8742000,E-Wallet,F,38.0,4.0,Regular,748000
TRX00296,2026-04-05,Malang,Home Appliances,Rice Cooker,5129000,5,25645000,Debit Card,F,25.0,3.0,Regular,227000
TRX00679,2026-04-05,Surabaya,Smartphone,Smartphone Air,7370000,4,29480000,Cash,M,41.0,4.0,Regular,1064000
TRX00578,2026-04-05,Surabaya,Home Appliances,Electric Fan,2430000,1,2430000,Debit Card,F,47.0,5.0,Regular,1534000
TRX01392,2026-04-06,Surabaya,Laptop,Laptop ProBook,12116000,2,24232000,E-Wallet,M,37.0,4.0,Regular,1663000
TRX00995,2026-04-06,Bandung,Accessories,Phone Case,164000,3,492000,E-Wallet,M,31.0,5.0,Regular,1481000
TRX01195,2026-04-06,Malang,Smartphone,Smartphone MaxEdge,5787000,1,5787000,Credit Card,F,,4.0,Regular,386000
TRX01957,2026-04-06,Jakarta,Accessories,Wireless Mouse,59000,1,59000,Credit Card,M,24.0,1.0,Regular,2677000
TRX00997,2026-04-06,Malang,Smartphone,Smartphone Z5,5301000,5,26505000,Cash,F,36.0,4.0,Regular,1104000
TRX01920,2026-04-06,Malang,Laptop,Laptop X1,8876000,2,17752000,Debit Card,M,41.0,4.0,Regular,1561000
TRX01665,2026-04-06,Malang,Laptop,Laptop UltraSlim,13962000,3,41886000,Debit Card,M,36.0,4.0,Regular,1573000
TRX02029,2026-04-06,Jakarta,Smartphone,Smartphone Z5,1537000,4,6148000,Credit Card,F,41.0,4.0,Regular,2779000
TRX01074,2026-04-06,Malang,Laptop,Laptop ProBook,7397000,2,14794000,E-Wallet,F,29.0,5.0,Regular,232000
TRX01501,2026-04-06,Surabaya,Smartphone,Smartphone NovaLite,5252000,5,26260000,Credit Card,M,43.0,5.0,Regular,211000
TRX00011,2026-04-06,Malang,Home Appliances,Rice Cooker,2085000,4,8340000,Cash,F,27.0,3.0,Regular,2662000
TRX01901,2026-04-07,Jakarta,Smartphone,Smartphone Air,3060000,4,12240000,Debit Card,F,29.0,5.0,Regular,449000
TRX01669,2026-04-07,Jakarta,Laptop,Laptop A14,8261000,2,16522000,Debit Card,M,33.0,1.0,Regular,2317000
TRX00488,2026-04-07,Surabaya,Laptop,Laptop A14,8266000,3,24798000,Cash,M,30.0,5.0,Regular,1571000
TRX00648,2026-04-07,Surabaya,Laptop,Laptop ProBook,11222000,2,22444000,Credit Card,F,34.0,4.0,Regular,1813000
TRX00656,2026-04-07,Surabaya,Smartphone,Smartphone Z5,3039000,5,15195000,Credit Card,F,39.0,2.0,Regular,736000
TRX00747,2026-04-07,Surabaya,Laptop,Laptop ProBook,11014000,4,44056000,Credit Card,M,38.0,5.0,Regular,2814000
TRX01725,2026-04-07,Bandung,Accessories,Bluetooth Earphones,307000,4,1228000,Credit Card,F,43.0,4.0,Regular,1575000
TRX01553,2026-04-07,Jakarta,Accessories,Powerbank 10000mAh,159000,5,795000,Credit Card,M,32.0,2.0,Regular,1973000
TRX00351,2026-04-07,Jakarta,Smartphone,Smartphone MaxEdge,6133000,1,6133000,E-Wallet,M,29.0,4.0,Regular,1978000
TRX01991,2026-04-07,Bandung,Smartphone,Smartphone Air,3050000,4,12200000,E-Wallet,F,47.0,5.0,Regular,1714000
TRX01164,2026-04-07,Malang,Home Appliances,TV LED 32in,4069000,4,16276000,E-Wallet,F,37.0,4.0,Regular,2808000
TRX02048,2026-04-07,Jakarta,Accessories,Bluetooth Earphones,204000,1,204000,Debit Card,F,26.0,5.0,Regular,578000
TRX01299,2026-04-07,Malang,Smartphone,Smartphone Air,7862000,5,39310000,E-Wallet,F,34.0,5.0,Regular,1454000
TRX01341,2026-04-07,Bandung,Laptop,Laptop A14,12447000,1,12447000,Cash,F,37.0,3.0,Regular,1759000
TRX00507,2026-04-07,Bandung,Accessories,Bluetooth Earphones,190000,5,950000,Debit Card,F,29.0,5.0,Regular,2710000
TRX01147,2026-04-07,Malang,Smartphone,Smartphone Air,4265000,2,8530000,E-Wallet,M,36.0,4.0,Regular,1895000
TRX01335,2026-04-07,Jakarta,Accessories,Bluetooth Earphones,156000,5,780000,Cash,M,18.0,4.0,Regular,1349000
TRX01902,2026-04-07,Surabaya,Laptop,Laptop X1,7293000,5,36465000,Credit Card,F,24.0,5.0,Regular,1905000
TRX01958,2026-04-07,Malang,Smartphone,Smartphone NovaLite,4327000,5,21635000,Debit Card,M,31.0,4.0,Regular,1757000
TRX02139,2026-04-08,Surabaya,Home Appliances,TV LED 32in,4195000,2,8390000,Debit Card,M,25.0,4.0,Regular,2586000
TRX01259,2026-04-08,Bandung,Laptop,Laptop UltraSlim,12130000,4,48520000,Debit Card,F,33.0,5.0,Regular,1438000
TRX00927,2026-04-08,Jakarta,Accessories,Powerbank 10000mAh,248000,3,744000,E-Wallet,M,31.0,4.0,Regular,1477000
TRX01922,2026-04-08,Jakarta,Smartphone,Smartphone Air,2965000,2,5930000,Credit Card,M,37.0,4.0,Regular,2312000
TRX00931,2026-04-08,Malang,Home Appliances,Electric Fan,1385000,2,2770000,E-Wallet,M,35.0,3.0,Regular,2723000
TRX00561,2026-04-08,Malang,Smartphone,Smartphone Air,2309000,4,9236000,Cash,M,43.0,3.0,Regular,2096000
TRX00877,2026-04-08,Surabaya,Accessories,Wireless Mouse,316000,4,1264000,E-Wallet,M,34.0,5.0,Regular,584000
TRX01140,2026-04-08,Surabaya,Smartphone,Smartphone Air,2472000,5,12360000,E-Wallet,F,35.0,5.0,Regular,1569000
TRX00606,2026-04-08,Bandung,Accessories,Powerbank 10000mAh,444000,5,2220000,Debit Card,M,31.0,3.0,Regular,2932000
TRX00539,2026-04-08,Malang,Accessories,Bluetooth Earphones,268000,5,1340000,Cash,F,29.0,,Regular,2516000
TRX01636,2026-04-08,Surabaya,Laptop,Laptop ProBook,10025000,4,40100000,E-Wallet,M,34.0,5.0,Regular,2056000
TRX01380,2026-04-08,Bandung,Home Appliances,Electric Fan,5756000,5,28780000,E-Wallet,F,31.0,5.0,Regular,1881000
TRX02119,2026-04-09,Malang,Laptop,Laptop UltraSlim,11381000,2,22762000,E-Wallet,M,29.0,,Regular,1369000
TRX01848,2026-04-09,Jakarta,Smartphone,Smartphone Z5,2653000,2,5306000,Cash,M,21.0,4.0,Regular,2558000
TRX00789,2026-04-09,Bandung,Laptop,Laptop UltraSlim,12018000,3,36054000,Debit Card,F,31.0,3.0,Regular,1945000
TRX00807,2026-04-09,Surabaya,Accessories,Powerbank 10000mAh,384000,2,768000,Debit Card,F,49.0,4.0,Regular,926000
TRX02137,2026-04-09,Bandung,Accessories,Phone Case,76000,3,228000,Cash,F,41.0,5.0,Regular,2766000
TRX02118,2026-04-09,Malang,Home Appliances,TV LED 32in,4731000,5,23655000,E-Wallet,F,28.0,4.0,Regular,1289000
TRX00057,2026-04-09,Malang,Smartphone,Smartphone MaxEdge,6870000,3,20610000,Debit Card,F,34.0,,Regular,1984000
TRX00289,2026-04-09,Bandung,Accessories,Phone Case,103000,1,103000,Debit Card,F,27.0,3.0,Regular,296000
TRX02154,2026-04-09,Surabaya,Laptop,Laptop ProBook,7155000,5,35775000,Debit Card,M,,5.0,Regular,1572000
TRX00917,2026-04-09,Malang,Accessories,Powerbank 10000mAh,57000,2,114000,Credit Card,F,31.0,4.0,Regular,1653000
TRX00295,2026-04-09,Jakarta,Laptop,Laptop ProBook,9964000,1,9964000,Credit Card,F,38.0,5.0,Regular,652000
TRX00305,2026-04-09,Malang,Home Appliances,TV LED 32in,912000,1,912000,Debit Card,F,27.0,5.0,Regular,2283000
TRX00331,2026-04-09,Bandung,Laptop,Laptop A14,9227000,3,27681000,Credit Card,F,39.0,5.0,Regular,607000
TRX00229,2026-04-09,Malang,Accessories,Powerbank 10000mAh,458000,2,916000,Debit Card,F,24.0,5.0,Regular,2258000
TRX00029,2026-04-09,Jakarta,Smartphone,Smartphone NovaLite,5296000,5,26480000,E-Wallet,M,32.0,2.0,Regular,747000
TRX01497,2026-04-10,Malang,Laptop,Laptop UltraSlim,7008000,3,21024000,Debit Card,M,50.0,3.0,Regular,2082000
TRX00879,2026-04-10,Jakarta,Accessories,Wireless Mouse,162000,3,486000,Debit Card,F,25.0,5.0,Regular,872000
TRX00992,2026-04-10,Bandung,Laptop,Laptop ProBook,6083000,2,12166000,Debit Card,M,28.0,,Regular,2779000
TRX01323,2026-04-10,Jakarta,Accessories,Powerbank 10000mAh,95000,4,380000,E-Wallet,M,25.0,5.0,Regular,1722000
TRX00983,2026-04-10,Jakarta,Accessories,Bluetooth Earphones,386000,2,772000,Cash,F,30.0,5.0,Regular,1869000
TRX01577,2026-04-10,Surabaya,Laptop,Laptop ProBook,11155000,2,22310000,E-Wallet,M,33.0,5.0,Regular,509000
TRX01625,2026-04-11,Malang,Smartphone,Smartphone Air,7634000,1,7634000,E-Wallet,F,41.0,,Regular,2987000
TRX00113,2026-04-11,Surabaya,Smartphone,Smartphone NovaLite,2966000,3,8898000,E-Wallet,M,21.0,4.0,Regular,2072000
TRX00330,2026-04-11,Surabaya,Laptop,Laptop A14,5406000,3,16218000,Cash,M,35.0,5.0,Regular,2374000
TRX01258,2026-04-11,Surabaya,Accessories,Powerbank 10000mAh,279000,2,558000,Credit Card,F,27.0,4.0,Regular,1722000
TRX00655,2026-04-11,Surabaya,Laptop,Laptop A14,10169000,2,20338000,E-Wallet,F,45.0,4.0,Regular,806000
TRX01365,2026-04-11,Malang,Smartphone,Smartphone Air,2889000,4,11556000,Debit Card,F,34.0,3.0,Regular,1920000
TRX01840,2026-04-11,Malang,Accessories,Powerbank 10000mAh,122000,2,244000,Cash,F,,4.0,Regular,1321000
TRX00308,2026-04-11,Malang,Laptop,Laptop ProBook,11031000,4,44124000,Credit Card,M,29.0,5.0,Regular,2206000
TRX02031,2026-04-11,Surabaya,Accessories,Phone Case,144000,3,432000,Credit Card,F,37.0,4.0,Regular,1379000
TRX01997,2026-04-11,Malang,Home Appliances,2-Door Refrigerator,5533000,1,5533000,E-Wallet,M,48.0,5.0,Regular,847000
TRX00158,2026-04-11,Jakarta,Home Appliances,TV LED 32in,2373000,2,4746000,E-Wallet,M,34.0,2.0,Regular,967000
TRX01664,2026-04-11,Surabaya,Laptop,Laptop A14,14817000,1,14817000,Credit Card,M,30.0,4.0,Regular,1832000
TRX01938,2026-04-11,Malang,Laptop,Laptop A14,7244000,1,7244000,Cash,M,31.0,4.0,Regular,314000
TRX00034,2026-04-11,Jakarta,Laptop,Laptop A14,13262000,1,13262000,Cash,F,,3.0,Regular,2337000
TRX00762,2026-04-11,Bandung,Accessories,Phone Case,335000,2,670000,Debit Card,M,,5.0,Regular,1982000
TRX00755,2026-04-11,Jakarta,Accessories,Phone Case,239000,5,1195000,Credit Card,M,33.0,5.0,Regular,1933000
TRX00132,2026-04-11,Surabaya,Smartphone,Smartphone Z5,7627000,2,15254000,Credit Card,F,47.0,4.0,Regular,1990000
TRX00456,2026-04-11,Jakarta,Smartphone,Smartphone Z5,1624000,5,8120000,E-Wallet,F,37.0,4.0,Regular,2366000
TRX01565,2026-04-11,Surabaya,Accessories,Bluetooth Earphones,289000,1,289000,E-Wallet,M,30.0,4.0,Regular,343000
TRX01129,2026-04-11,Malang,Laptop,Laptop X1,8223000,5,41115000,E-Wallet,M,31.0,4.0,Regular,2182000
TRX01222,2026-04-11,Malang,Smartphone,Smartphone MaxEdge,3498000,5,17490000,Cash,F,45.0,3.0,Regular,2058000
TRX01084,2026-04-11,Malang,Smartphone,Smartphone Air,4777000,4,19108000,Debit Card,F,35.0,5.0,Regular,2392000
TRX00134,2026-04-12,Jakarta,Laptop,Laptop X1,13811000,4,55244000,Debit Card,M,44.0,5.0,Regular,996000
TRX01003,2026-04-12,Jakarta,Home Appliances,2-Door Refrigerator,2820000,5,14100000,E-Wallet,F,45.0,5.0,Regular,2161000
TRX01412,2026-04-12,Surabaya,Laptop,Laptop UltraSlim,9649000,3,28947000,Debit Card,F,35.0,3.0,Regular,968000
TRX01434,2026-04-12,Malang,Laptop,Laptop X1,14962000,3,44886000,E-Wallet,M,27.0,5.0,Regular,1364000
TRX01975,2026-04-12,Bandung,Smartphone,Smartphone MaxEdge,7081000,5,35405000,Debit Card,M,20.0,5.0,Regular,805000
TRX02062,2026-04-12,Bandung,Laptop,Laptop ProBook,10585000,2,21170000,E-Wallet,F,30.0,4.0,Regular,253000
TRX01387,2026-04-12,Jakarta,Smartphone,Smartphone NovaLite,6625000,3,19875000,Credit Card,F,25.0,4.0,Regular,2005000
TRX00116,2026-04-13,Surabaya,Laptop,Laptop X1,8570000,3,25710000,Credit Card,F,35.0,5.0,Regular,510000
TRX00437,2026-04-13,Jakarta,Smartphone,Smartphone Air,4915000,4,19660000,Debit Card,F,,3.0,Regular,2708000
TRX01189,2026-04-13,Malang,Smartphone,Smartphone Air,5744000,1,5744000,E-Wallet,F,25.0,,Regular,2999000
TRX00131,2026-04-13,Malang,Smartphone,Smartphone Air,6521000,4,26084000,Credit Card,M,32.0,4.0,Regular,966000
TRX00980,2026-04-13,Malang,Accessories,Powerbank 10000mAh,415000,1,415000,E-Wallet,M,21.0,5.0,Regular,2584000
TRX00706,2026-04-13,Jakarta,Laptop,Laptop UltraSlim,9360000,4,37440000,Cash,F,38.0,4.0,Regular,1075000
TRX01029,2026-04-13,Malang,Accessories,Wireless Mouse,279000,2,558000,Debit Card,F,47.0,4.0,Regular,2793000
TRX00126,2026-04-13,Bandung,Smartphone,Smartphone MaxEdge,4676000,4,18704000,Cash,F,18.0,4.0,Regular,2623000
TRX00079,2026-04-13,Malang,Smartphone,Smartphone Air,6071000,4,24284000,Debit Card,M,34.0,,Regular,364000
TRX01672,2026-04-13,Jakarta,Laptop,Laptop A14,9510000,4,38040000,E-Wallet,M,33.0,4.0,Regular,2347000
TRX01455,2026-04-14,Malang,Home Appliances,TV LED 32in,3224000,2,6448000,Debit Card,F,44.0,5.0,Regular,1527000
TRX01897,2026-04-14,Jakarta,Smartphone,Smartphone MaxEdge,7530000,5,37650000,E-Wallet,M,24.0,4.0,Regular,1285000
TRX00288,2026-04-14,Surabaya,Smartphone,Smartphone NovaLite,7721000,3,23163000,E-Wallet,M,40.0,4.0,Regular,1261000
TRX01544,2026-04-14,Bandung,Smartphone,Smartphone MaxEdge,2468000,3,7404000,E-Wallet,M,35.0,2.0,Regular,1910000
TRX02199,2026-04-14,Surabaya,Laptop,Laptop X1,10415000,2,20830000,Debit Card,F,50.0,3.0,Regular,2889000
TRX01728,2026-04-14,Malang,Smartphone,Smartphone MaxEdge,7474000,4,29896000,E-Wallet,F,33.0,3.0,Regular,2732000
TRX00978,2026-04-14,Malang,Home Appliances,Rice Cooker,971000,4,3884000,E-Wallet,M,19.0,4.0,Regular,1273000
TRX00708,2026-04-14,Surabaya,Laptop,Laptop X1,6238000,2,12476000,E-Wallet,M,33.0,3.0,Regular,1554000
TRX01631,2026-04-14,Malang,Accessories,Wireless Mouse,178000,1,178000,Cash,F,38.0,5.0,Regular,1513000
TRX00570,2026-04-14,Bandung,Smartphone,Smartphone Air,6867000,5,34335000,Cash,F,32.0,5.0,Regular,1293000
TRX01759,2026-04-14,Jakarta,Accessories,Bluetooth Earphones,268000,5,1340000,Cash,M,18.0,4.0,Regular,300000
TRX00922,2026-04-14,Malang,Laptop,Laptop ProBook,12709000,3,38127000,Cash,M,32.0,2.0,Regular,2236000
TRX00535,2026-04-15,Bandung,Smartphone,Smartphone Air,4516000,1,4516000,Credit Card,M,30.0,5.0,Regular,889000
TRX01765,2026-04-15,Surabaya,Home Appliances,Rice Cooker,5612000,5,28060000,E-Wallet,M,43.0,5.0,Regular,598000
TRX00597,2026-04-15,Malang,Smartphone,Smartphone MaxEdge,5804000,3,17412000,Credit Card,F,41.0,5.0,Regular,1909000
TRX01344,2026-04-15,Surabaya,Laptop,Laptop ProBook,11569000,2,23138000,Debit Card,M,31.0,5.0,Regular,1520000
TRX00129,2026-04-15,Bandung,Home Appliances,TV LED 32in,2552000,3,7656000,E-Wallet,M,,5.0,Regular,2736000
TRX00930,2026-04-15,Surabaya,Smartphone,Smartphone NovaLite,6463000,5,32315000,E-Wallet,F,32.0,5.0,Regular,2922000
TRX00228,2026-04-15,Surabaya,Laptop,Laptop ProBook,11291000,1,11291000,Cash,M,36.0,,Regular,362000
TRX01627,2026-04-15,Jakarta,Laptop,Laptop ProBook,8777000,1,8777000,E-Wallet,M,40.0,5.0,Regular,911000
TRX01791,2026-04-16,Malang,Smartphone,Smartphone NovaLite,6663000,5,33315000,Credit Card,M,33.0,,Regular,2287000
TRX01415,2026-04-16,Malang,Smartphone,Smartphone MaxEdge,4706000,1,4706000,Credit Card,M,44.0,4.0,Regular,2184000
TRX00677,2026-04-16,Jakarta,Laptop,Laptop A14,5335000,4,21340000,Credit Card,F,33.0,2.0,Regular,2106000
TRX00242,2026-04-16,Jakarta,Smartphone,Smartphone Z5,7957000,2,15914000,E-Wallet,F,27.0,5.0,Regular,2549000
TRX01858,2026-04-16,Malang,Smartphone,Smartphone MaxEdge,4507000,2,9014000,Debit Card,F,,4.0,Regular,1549000
TRX02037,2026-04-16,Jakarta,Accessories,Bluetooth Earphones,287000,1,287000,Debit Card,M,39.0,4.0,Regular,544000
TRX01628,2026-04-16,Malang,Smartphone,Smartphone Air,7402000,4,29608000,Cash,F,37.0,3.0,Regular,1947000
TRX01760,2026-04-16,Surabaya,Laptop,Laptop ProBook,6244000,4,24976000,E-Wallet,M,38.0,4.0,Regular,1831000
TRX00266,2026-04-16,Surabaya,Accessories,Bluetooth Earphones,322000,2,644000,E-Wallet,F,47.0,4.0,Regular,1550000
TRX02123,2026-04-16,Jakarta,Accessories,Wireless Mouse,295000,2,590000,E-Wallet,F,19.0,3.0,Regular,1954000
TRX01161,2026-04-16,Jakarta,Smartphone,Smartphone Air,1728000,2,3456000,E-Wallet,M,30.0,5.0,Regular,1218000
TRX00424,2026-04-16,Jakarta,Smartphone,Smartphone NovaLite,4668000,2,9336000,Debit Card,M,53.0,5.0,Regular,947000
TRX01156,2026-04-17,Surabaya,Smartphone,Smartphone Air,6578000,4,26312000,Cash,F,30.0,4.0,Regular,2051000
TRX01423,2026-04-17,Surabaya,Smartphone,Smartphone Air,3810000,3,11430000,Credit Card,M,24.0,4.0,Regular,2746000
TRX00981,2026-04-17,Surabaya,Laptop,Laptop ProBook,14854000,2,29708000,Debit Card,F,35.0,5.0,Regular,2953000
TRX00260,2026-04-17,Malang,Smartphone,Smartphone MaxEdge,7713000,4,30852000,Debit Card,M,35.0,5.0,Regular,2139000
TRX00966,2026-04-17,Bandung,Smartphone,Smartphone Z5,5684000,4,22736000,Debit Card,M,40.0,4.0,Regular,2404000
TRX00786,2026-04-17,Surabaya,Home Appliances,Rice Cooker,4887000,5,24435000,E-Wallet,F,34.0,4.0,Regular,1594000
TRX01396,2026-04-17,Surabaya,Accessories,Phone Case,374000,4,1496000,E-Wallet,M,26.0,4.0,Regular,2542000
TRX00698,2026-04-17,Malang,Smartphone,Smartphone MaxEdge,1957000,2,3914000,Debit Card,M,29.0,4.0,Regular,2888000
TRX02065,2026-04-17,Jakarta,Home Appliances,Electric Fan,3477000,3,10431000,Cash,F,33.0,2.0,Regular,754000
TRX01118,2026-04-17,Bandung,Laptop,Laptop X1,5356000,5,26780000,E-Wallet,F,40.0,4.0,Regular,2869000
TRX01318,2026-04-17,Surabaya,Smartphone,Smartphone Air,7724000,2,15448000,Credit Card,M,42.0,5.0,Regular,1547000
TRX00548,2026-04-17,Jakarta,Accessories,Wireless Mouse,102000,2,204000,E-Wallet,M,32.0,2.0,Regular,946000
TRX02190,2026-04-17,Surabaya,Accessories,Bluetooth Earphones,210000,5,1050000,Credit Card,F,33.0,5.0,Regular,2211000
TRX00270,2026-04-17,Surabaya,Smartphone,Smartphone Air,7245000,3,21735000,Cash,F,41.0,1.0,Regular,1775000
TRX01833,2026-04-17,Surabaya,Laptop,Laptop UltraSlim,8412000,3,25236000,Cash,F,30.0,,Regular,2400000
TRX00985,2026-04-17,Jakarta,Home Appliances,Rice Cooker,3607000,4,14428000,Credit Card,M,52.0,3.0,Regular,718000
TRX01546,2026-04-17,Bandung,Smartphone,Smartphone NovaLite,6317000,2,12634000,E-Wallet,M,42.0,4.0,Regular,1950000
TRX00915,2026-04-18,Surabaya,Smartphone,Smartphone MaxEdge,6043000,1,6043000,Debit Card,M,31.0,5.0,Regular,2638000
TRX01608,2026-04-18,Malang,Laptop,Laptop X1,11258000,1,11258000,Debit Card,M,29.0,5.0,Regular,508000
TRX00468,2026-04-18,Malang,Smartphone,Smartphone NovaLite,7184000,5,35920000,Debit Card,M,18.0,5.0,Regular,892000
TRX00520,2026-04-18,Malang,Accessories,Phone Case,128000,1,128000,E-Wallet,F,32.0,5.0,Regular,1165000
TRX01644,2026-04-18,Jakarta,Home Appliances,Rice Cooker,1026000,5,5130000,E-Wallet,F,32.0,5.0,Regular,689000
TRX00688,2026-04-18,Jakarta,Smartphone,Smartphone NovaLite,3927000,2,7854000,Cash,F,18.0,5.0,Regular,768000
TRX01654,2026-04-18,Malang,Home Appliances,TV LED 32in,1555000,1,1555000,E-Wallet,F,33.0,4.0,Regular,2809000
TRX01350,2026-04-18,Surabaya,Smartphone,Smartphone NovaLite,5401000,4,21604000,Debit Card,F,38.0,4.0,Regular,1157000
TRX00665,2026-04-19,Malang,Smartphone,Smartphone Air,1734000,2,3468000,Cash,M,42.0,4.0,Regular,643000
TRX00531,2026-04-19,Surabaya,Smartphone,Smartphone Air,4036000,5,20180000,Cash,M,27.0,4.0,Regular,419000
TRX01580,2026-04-19,Surabaya,Smartphone,Smartphone NovaLite,7537000,1,7537000,E-Wallet,F,45.0,3.0,Regular,2979000
TRX01188,2026-04-19,Jakarta,Laptop,Laptop X1,10642000,2,21284000,E-Wallet,M,33.0,5.0,Regular,872000
TRX02024,2026-04-19,Surabaya,Laptop,Laptop ProBook,5982000,1,5982000,Debit Card,M,41.0,4.0,Regular,928000
TRX01505,2026-04-19,Malang,Accessories,Powerbank 10000mAh,93000,4,372000,Debit Card,F,34.0,4.0,Regular,2074000
TRX00455,2026-04-19,Malang,Smartphone,Smartphone NovaLite,3339000,1,3339000,E-Wallet,M,39.0,,Regular,985000
TRX00394,2026-04-19,Jakarta,Smartphone,Smartphone Z5,7900000,3,23700000,E-Wallet,M,34.0,3.0,Regular,2940000
TRX01764,2026-04-19,Malang,Laptop,Laptop X1,10100000,5,50500000,Debit Card,F,40.0,4.0,Regular,1549000
TRX01048,2026-04-19,Bandung,Home Appliances,2-Door Refrigerator,4021000,3,12063000,E-Wallet,M,29.0,5.0,Regular,867000
TRX00967,2026-04-19,Surabaya,Smartphone,Smartphone MaxEdge,6598000,2,13196000,Debit Card,F,38.0,4.0,Regular,1516000
TRX00720,2026-04-19,Jakarta,Accessories,Powerbank 10000mAh,142000,5,710000,Cash,M,27.0,1.0,Regular,1369000
TRX01568,2026-04-20,Malang,Laptop,Laptop X1,5058000,2,10116000,Cash,F,45.0,5.0,Regular,2884000
TRX00494,2026-04-20,Surabaya,Laptop,Laptop A14,7233000,2,14466000,Debit Card,F,33.0,4.0,Regular,2337000
TRX00137,2026-04-20,Malang,Smartphone,Smartphone Z5,2810000,3,8430000,Credit Card,M,34.0,4.0,Regular,573000
TRX00490,2026-04-20,Malang,Accessories,Phone Case,265000,2,530000,Debit Card,M,,2.0,Regular,299000
TRX01873,2026-04-20,Malang,Accessories,Powerbank 10000mAh,198000,1,198000,E-Wallet,F,28.0,4.0,Regular,1741000
TRX00193,2026-04-20,Surabaya,Home Appliances,2-Door Refrigerator,1223000,3,3669000,Cash,F,,4.0,Regular,881000
TRX02183,2026-04-20,Malang,Smartphone,Smartphone MaxEdge,3044000,2,6088000,Cash,F,18.0,,Regular,2112000
TRX00625,2026-04-20,Surabaya,Laptop,Laptop X1,13096000,5,65480000,Cash,F,40.0,4.0,Regular,2365000
TRX01525,2026-04-20,Surabaya,Smartphone,Smartphone Z5,6868000,2,13736000,E-Wallet,F,18.0,4.0,Regular,2710000
TRX00850,2026-04-20,Bandung,Smartphone,Smartphone Z5,7583000,3,22749000,Debit Card,M,28.0,4.0,Regular,845000
TRX01181,2026-04-21,Surabaya,Smartphone,Smartphone MaxEdge,5743000,2,11486000,Debit Card,M,19.0,3.0,Regular,2074000
TRX00896,2026-04-21,Jakarta,Smartphone,Smartphone Z5,2802000,4,11208000,Debit Card,M,47.0,4.0,Regular,2671000
TRX02124,2026-04-21,Jakarta,Laptop,Laptop A14,6247000,5,31235000,Credit Card,M,34.0,4.0,Regular,2103000
TRX00767,2026-04-21,Bandung,Smartphone,Smartphone NovaLite,5364000,4,21456000,Credit Card,F,27.0,5.0,Regular,254000
TRX01758,2026-04-21,Surabaya,Smartphone,Smartphone Air,2572000,1,2572000,E-Wallet,F,43.0,5.0,Regular,260000
TRX01662,2026-04-21,Bandung,Laptop,Laptop X1,14988000,2,29976000,Debit Card,M,49.0,2.0,Regular,1487000
TRX01305,2026-04-21,Jakarta,Accessories,Wireless Mouse,496000,4,1984000,E-Wallet,M,29.0,2.0,Regular,1050000
TRX00956,2026-04-21,Surabaya,Laptop,Laptop A14,13598000,1,13598000,E-Wallet,M,24.0,4.0,Regular,2073000
TRX00269,2026-04-21,Malang,Accessories,Bluetooth Earphones,291000,4,1164000,Cash,M,25.0,5.0,Regular,2193000
TRX02144,2026-04-21,Malang,Accessories,Bluetooth Earphones,381000,4,1524000,Credit Card,F,38.0,5.0,Regular,1869000
TRX01952,2026-04-21,Malang,Laptop,Laptop UltraSlim,8801000,5,44005000,Cash,F,,4.0,Regular,2507000
TRX00987,2026-04-22,Surabaya,Home Appliances,2-Door Refrigerator,5959000,1,5959000,E-Wallet,F,32.0,5.0,Regular,559000
TRX01135,2026-04-22,Jakarta,Smartphone,Smartphone Air,1893000,4,7572000,Credit Card,M,41.0,4.0,Regular,1804000
TRX01829,2026-04-22,Surabaya,Home Appliances,Rice Cooker,4018000,5,20090000,Debit Card,M,55.0,4.0,Regular,398000
TRX00323,2026-04-22,Surabaya,Smartphone,Smartphone Air,3597000,1,3597000,Debit Card,F,35.0,5.0,Regular,2070000
TRX00672,2026-04-22,Jakarta,Laptop,Laptop UltraSlim,10438000,5,52190000,E-Wallet,M,36.0,5.0,Regular,2140000
TRX01885,2026-04-22,Malang,Laptop,Laptop ProBook,12498000,3,37494000,Credit Card,M,39.0,2.0,Regular,455000
TRX02027,2026-04-22,Surabaya,Accessories,Phone Case,316000,3,948000,Debit Card,M,32.0,4.0,Regular,240000
TRX00900,2026-04-22,Surabaya,Laptop,Laptop X1,8336000,4,33344000,Debit Card,F,37.0,5.0,Regular,671000
TRX01846,2026-04-22,Surabaya,Accessories,Phone Case,304000,1,304000,Credit Card,F,44.0,4.0,Regular,509000
TRX00953,2026-04-22,Surabaya,Laptop,Laptop X1,8771000,5,43855000,E-Wallet,F,18.0,5.0,Regular,2743000
TRX00601,2026-04-22,Bandung,Laptop,Laptop ProBook,9406000,2,18812000,Credit Card,F,,4.0,Regular,777000
TRX00702,2026-04-22,Jakarta,Smartphone,Smartphone MaxEdge,4730000,4,18920000,E-Wallet,M,27.0,3.0,Regular,1975000
